steps,vanilla-train,vanilla-test,bidirectional-train,bidirectional-test,cnn-lstm-train,cnn-lstm-test,conv-lstm-train,conv-lstm-test
1.1,0.8371176784905345,0.8241146516059854,0.8397994404635284,0.8276064242360024,0.790080637538012,0.7736126624233242,0.8404894941459986,0.8180734340534445
2.1,0.8361051264456483,0.8267259852997175,0.837871047057547,0.8269053704983368,0.7908525960362347,0.7758008090957519,0.8398273603112287,0.8230429282241799
2.2,0.7962233401074792,0.780854897546845,0.8009727576669533,0.7826046341555406,0.7561884202131158,0.7352699561752728,0.8075564233687673,0.7780157934315817
3.1,0.8346773923419497,0.8241147783668493,0.8374768662345958,0.8253576306048187,0.7913605692629528,0.7754260154506724,0.8364475664414565,0.8224870019157555
3.2,0.7947110218851174,0.7823980697438326,0.8011524409929329,0.7829704578636931,0.7572373709511724,0.7430639935426933,0.8038965262800203,0.7813511367965964
3.3,0.7642482874206549,0.7440903677222412,0.770446909626268,0.7416421511759285,0.7249643990431451,0.7082472826321138,0.7715956870025529,0.7397564906444517
4.1,0.8331542362415243,0.826959650233364,0.8368298697998451,0.8267081420602198,0.7898872101161489,0.7756857335774199,0.8369302470023088,0.8216306371874291
4.2,0.7974992703954662,0.7845469614958365,0.8000987994540871,0.7846594982188566,0.7542673809562779,0.7380928417564969,0.8041150383951439,0.7815318532088197
4.3,0.7660892866166,0.7451174523170403,0.7689254512819222,0.7433511382693456,0.7244484023367636,0.7005679618475875,0.7741644915435698,0.746560977577478
4.4,0.7341356545613877,0.7072636671712074,0.7385615276064157,0.702732095507872,0.6936938457319162,0.6670293800614704,0.7455552321929363,0.7104385309274646
5.1,0.8351917768904966,0.8252327636838132,0.8350866737585902,0.825303939144904,0.788453114527955,0.7772954104249181,0.8360527631797987,0.821416527635043
5.2,0.7978799932709121,0.7827740892355204,0.7983934443016394,0.7849416243301597,0.7571444569405633,0.7420721308896807,0.8028561287732201,0.7772106932167852
5.3,0.7671131937024855,0.7424860018508918,0.7693526919233571,0.7437899455822595,0.725946261614528,0.7037973341363759,0.7724029625191648,0.7428652445891014
5.4,0.7348088088003502,0.7094394244900607,0.740254242717755,0.7101901843361911,0.6956671148942709,0.669569128025335,0.7462442641681728,0.7055374975851118
5.5,0.7029169445964001,0.6767275188691328,0.7086109499743443,0.6776597100822398,0.6697804435423147,0.64652573189073,0.7161941484588497,0.674431610534703
6.1,0.8328112204367694,0.8246979491646678,0.8365107394639926,0.8266874606048553,0.7885922188848493,0.7777495789255002,0.8368251365616073,0.8242216283134193
6.2,0.795436386755075,0.7823516764977274,0.7995440435047674,0.7861551384762286,0.7549966443396134,0.7437757334492021,0.8024844722958029,0.7799373800696513
6.3,0.7645431521850166,0.7490209170163737,0.769083508474736,0.7450107273820082,0.7240797990892376,0.7063553602484263,0.7714446634591623,0.7407346967163946
6.4,0.7328860478479102,0.7113743174293652,0.7390005239097417,0.7110762856283603,0.6938115282985171,0.6697020743599875,0.7417488900818849,0.7057626379574813
6.5,0.7041800190981133,0.6795831237866606,0.7090380010853989,0.6761727572551738,0.6680205212421862,0.6427667317681446,0.7158963029365812,0.675694005218126
6.6,0.677731337807695,0.6488695598810117,0.6815284585681409,0.6473789879665925,0.640612435020884,0.6177009283597694,0.6892006814010659,0.643477162654553
