steps,vanilla-train,vanilla-test,bidirectional-train,bidirectional-test,cnn-lstm-train,cnn-lstm-test,conv-lstm-train,conv-lstm-test
1.1,0.8377296134844161,0.8280520979453084,0.8397423387194719,0.828188136902458,0.7934084234536392,0.7747812489482735,0.8408088658594476,0.824338013416183
2.1,0.837342782442442,0.8290433131969659,0.8391078986591671,0.8291942114576389,0.7929517358840031,0.7752408420874128,0.839873026779127,0.8262455084158866
2.2,0.7994680502230374,0.7850439362622386,0.8036643695590456,0.7862409137259749,0.7625712240898781,0.7429154120475652,0.8048153438586949,0.7795229946141705
3.1,0.8369053481960498,0.8279854731780838,0.8382850363123621,0.8288893683451776,0.7932188924589632,0.7782065078986591,0.8398645032453202,0.8253130582347573
3.2,0.8000353606553865,0.7842417304369458,0.803192403927337,0.7848713397513721,0.7619935151959396,0.7385273454210182,0.8056483074978288,0.7808220144009506
3.3,0.7698212354699607,0.7476835986034991,0.7727849573165544,0.7466130017145747,0.7350929269226073,0.7074972090514644,0.7768946425164684,0.7428059220285601
4.1,0.8360936208267408,0.828593596729059,0.8379532816451569,0.8284153341271937,0.79344074431875,0.7773552520239498,0.8393845221292122,0.8263864837570404
4.2,0.7996746623466425,0.7853489813383486,0.8023351264882207,0.7866562452288455,0.7616105379074634,0.7406047342314916,0.805793572000737,0.7824085607213725
4.3,0.7680626734227506,0.7476775435777497,0.7727127540364123,0.7471544517083997,0.7342578605158714,0.708472713191675,0.7764224712836039,0.7422883187592111
4.4,0.7405545661544225,0.7147960147272029,0.7448770332812404,0.7123367456568598,0.7080055676697714,0.674226159200584,0.748790796598533,0.7087232748920564
5.1,0.8357951746689358,0.8283431508191439,0.8375296093387983,0.8283859798826736,0.7913924596927879,0.7734672871276332,0.8391779761858561,0.8257905457662492
5.2,0.799565745280691,0.7856524764916354,0.8019440878023805,0.7851328488016864,0.761506851106702,0.7384197078992711,0.8037525569797288,0.7817505446279274
5.3,0.7696806418477078,0.7471681686297311,0.7717014998768947,0.7469942936259208,0.7343679707773756,0.7074086579194212,0.774616369984411,0.7420506580106633
5.4,0.7422456722420152,0.7170263960625609,0.745027510519167,0.7139835636927114,0.707506655843495,0.6764809321254428,0.7490216343420435,0.7109283883167041
5.5,0.7137251043448198,0.6818611789004557,0.7175632290864487,0.6781319224559834,0.6813713898313227,0.6449815396844059,0.7216486647918838,0.677322295123094
6.1,0.8358789096133878,0.8273237719491808,0.8372164614354566,0.8280090338878667,0.7931531310708368,0.7762729441755543,0.8386526553289163,0.8249939765272221
6.2,0.7975706815969483,0.7815943450948358,0.8014216518654615,0.7856022035104319,0.7611830034909332,0.7422568941926557,0.8042861397309484,0.7807128136668209
6.3,0.7681492359255014,0.7442201640524162,0.7716295025878814,0.7459722201240921,0.7344111944642222,0.7091684690856758,0.7756006625340184,0.7420798782128858
6.4,0.7404421267225345,0.7122291631808652,0.7448315061074329,0.7143860750166313,0.7066101447873465,0.6758817863287081,0.749119104609945,0.7096105964431503
6.5,0.7140523936435914,0.6763228528184764,0.7180577335078384,0.6828447845670924,0.6805289449822836,0.6440273766549771,0.722912684643964,0.6767678660387817
6.6,0.6863949087612395,0.6439361925574646,0.6907770496091814,0.6483200359035901,0.6549376005842658,0.6168012713245946,0.6951516710985908,0.6448835177431136
